sheet,address,value,precedents,dependents
YearlyReport,K39,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A39,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A39,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A39,
YearlyReport,L39,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A39,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A39,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A39,
YearlyReport,M39,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A39,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A39,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A39,
YearlyReport,N39,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A39,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A39,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A39,"YearlyReport!O39,YearlyReport!P39"
YearlyReport,O39,=SUM(C39:N39),"C39,N39",YearlyReport!P39
YearlyReport,P39,=O39/COLUMNS(C39:N39),"O39,C39,N39",
YearlyReport,A40, - ,,"YearlyReport!C40,YearlyReport!D40,YearlyReport!E40,YearlyReport!F40,YearlyReport!G40,YearlyReport!H40,YearlyReport!I40,YearlyReport!J40,YearlyReport!K40,YearlyReport!L40,YearlyReport!M40,YearlyReport!N40"
YearlyReport,B40,,,
YearlyReport,C40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A40,"YearlyReport!O40,YearlyReport!P40"
YearlyReport,D40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A40,
YearlyReport,E40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A40,
YearlyReport,F40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A40,
YearlyReport,G40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A40,
YearlyReport,H40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A40,
YearlyReport,I40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A40,
YearlyReport,J40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A40,
YearlyReport,K40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A40,
YearlyReport,L40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A40,
YearlyReport,M40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A40,
YearlyReport,N40,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A40,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A40,"YearlyReport!O40,YearlyReport!P40"
YearlyReport,O40,=SUM(C40:N40),"C40,N40",YearlyReport!P40
YearlyReport,P40,=O40/COLUMNS(C40:N40),"O40,C40,N40",
YearlyReport,A41, - ,,"YearlyReport!C41,YearlyReport!D41,YearlyReport!E41,YearlyReport!F41,YearlyReport!G41,YearlyReport!H41,YearlyReport!I41,YearlyReport!J41,YearlyReport!K41,YearlyReport!L41,YearlyReport!M41,YearlyReport!N41"
YearlyReport,B41,,,
YearlyReport,C41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A41,"YearlyReport!O41,YearlyReport!P41"
YearlyReport,D41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A41,
YearlyReport,E41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A41,
YearlyReport,F41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A41,
YearlyReport,G41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A41,
YearlyReport,H41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A41,
YearlyReport,I41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A41,
YearlyReport,J41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A41,
YearlyReport,K41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A41,
YearlyReport,L41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A41,
YearlyReport,M41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A41,
YearlyReport,N41,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A41,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A41,"YearlyReport!O41,YearlyReport!P41"
YearlyReport,O41,=SUM(C41:N41),"C41,N41",YearlyReport!P41
YearlyReport,P41,=O41/COLUMNS(C41:N41),"O41,C41,N41",
YearlyReport,A42, - ,,"YearlyReport!C42,YearlyReport!D42,YearlyReport!E42,YearlyReport!F42,YearlyReport!G42,YearlyReport!H42,YearlyReport!I42,YearlyReport!J42,YearlyReport!K42,YearlyReport!L42,YearlyReport!M42,YearlyReport!N42"
YearlyReport,B42,,,
YearlyReport,C42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A42,"YearlyReport!O42,YearlyReport!P42"
YearlyReport,D42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A42,
YearlyReport,E42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A42,
YearlyReport,F42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A42,
YearlyReport,G42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A42,
YearlyReport,H42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A42,
YearlyReport,I42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A42,
YearlyReport,J42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A42,
YearlyReport,K42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A42,
YearlyReport,L42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A42,
YearlyReport,M42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A42,
YearlyReport,N42,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A42,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A42,"YearlyReport!O42,YearlyReport!P42"
YearlyReport,O42,=SUM(C42:N42),"C42,N42",YearlyReport!P42
YearlyReport,P42,=O42/COLUMNS(C42:N42),"O42,C42,N42",
YearlyReport,A43, - ,,"YearlyReport!C43,YearlyReport!D43,YearlyReport!E43,YearlyReport!F43,YearlyReport!G43,YearlyReport!H43,YearlyReport!I43,YearlyReport!J43,YearlyReport!K43,YearlyReport!L43,YearlyReport!M43,YearlyReport!N43"
YearlyReport,B43,,,
YearlyReport,C43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A43,"YearlyReport!O43,YearlyReport!P43"
YearlyReport,D43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A43,
YearlyReport,E43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A43,
YearlyReport,F43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A43,
YearlyReport,G43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A43,
YearlyReport,H43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A43,
YearlyReport,I43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A43,
YearlyReport,J43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A43,
YearlyReport,K43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A43,
YearlyReport,L43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A43,
YearlyReport,M43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A43,
YearlyReport,N43,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A43,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A43,"YearlyReport!O43,YearlyReport!P43"
YearlyReport,O43,=SUM(C43:N43),"C43,N43",YearlyReport!P43
YearlyReport,P43,=O43/COLUMNS(C43:N43),"O43,C43,N43",
YearlyReport,A44, - ,,"YearlyReport!C44,YearlyReport!D44,YearlyReport!E44,YearlyReport!F44,YearlyReport!G44,YearlyReport!H44,YearlyReport!I44,YearlyReport!J44,YearlyReport!K44,YearlyReport!L44,YearlyReport!M44,YearlyReport!N44"
YearlyReport,B44,,,
YearlyReport,C44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A44,"YearlyReport!O44,YearlyReport!P44,YearlyReport!C45"
YearlyReport,D44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A44,YearlyReport!D45
YearlyReport,E44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A44,YearlyReport!E45
YearlyReport,F44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&F$11,Transactions!$B:$B,""<=""&F$12)",A44,YearlyReport!F45
YearlyReport,G44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&G$11,Transactions!$B:$B,""<=""&G$12)",A44,YearlyReport!G45
YearlyReport,H44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&H$11,Transactions!$B:$B,""<=""&H$12)",A44,YearlyReport!H45
YearlyReport,I44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&I$11,Transactions!$B:$B,""<=""&I$12)",A44,YearlyReport!I45
YearlyReport,J44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&J$11,Transactions!$B:$B,""<=""&J$12)",A44,YearlyReport!J45
YearlyReport,K44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&K$11,Transactions!$B:$B,""<=""&K$12)",A44,YearlyReport!K45
YearlyReport,L44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&L$11,Transactions!$B:$B,""<=""&L$12)",A44,YearlyReport!L45
YearlyReport,M44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&M$11,Transactions!$B:$B,""<=""&M$12)",A44,YearlyReport!M45
YearlyReport,N44,"=SUMIFS(Transactions!$J:$J,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,$A44,Transactions!$B:$B,"">=""&N$11,Transactions!$B:$B,""<=""&N$12)",A44,"YearlyReport!O44,YearlyReport!P44,YearlyReport!N45"
YearlyReport,O44,=SUM(C44:N44),"C44,N44",YearlyReport!P44
YearlyReport,P44,=O44/COLUMNS(C44:N44),"O44,C44,N44",
YearlyReport,A45,,,
YearlyReport,B45,Total Income,,
YearlyReport,C45,=SUM(C14:C44),"C14,C44","YearlyReport!C5,YearlyReport!O45,YearlyReport!P45"
YearlyReport,D45,=SUM(D14:D44),"D14,D44",YearlyReport!D5
YearlyReport,E45,=SUM(E14:E44),"E14,E44",YearlyReport!E5
YearlyReport,F45,=SUM(F14:F44),"F14,F44",YearlyReport!F5
YearlyReport,G45,=SUM(G14:G44),"G14,G44",YearlyReport!G5
YearlyReport,H45,=SUM(H14:H44),"H14,H44",YearlyReport!H5
YearlyReport,I45,=SUM(I14:I44),"I14,I44",YearlyReport!I5
YearlyReport,J45,=SUM(J14:J44),"J14,J44",YearlyReport!J5
YearlyReport,K45,=SUM(K14:K44),"K14,K44",YearlyReport!K5
YearlyReport,L45,=SUM(L14:L44),"L14,L44",YearlyReport!L5
YearlyReport,M45,=SUM(M14:M44),"M14,M44",YearlyReport!M5
YearlyReport,N45,=SUM(N14:N44),"N14,N44","YearlyReport!N5,YearlyReport!O45,YearlyReport!P45"
YearlyReport,O45,=SUM(C45:N45),"C45,N45",YearlyReport!P45
YearlyReport,P45,=O45/COLUMNS(C45:N45),"O45,C45,N45",
YearlyReport,A46,,,
YearlyReport,C46,,,
YearlyReport,D46,,,
YearlyReport,E46,,,
YearlyReport,F46,,,
YearlyReport,G46,,,
YearlyReport,H46,,,
YearlyReport,I46,,,
YearlyReport,J46,,,
YearlyReport,K46,,,
YearlyReport,L46,,,
YearlyReport,M46,,,
YearlyReport,N46,,,
YearlyReport,O46,,,
YearlyReport,P46,,,
YearlyReport,A47,EXPENSES,,
YearlyReport,B47,,,
YearlyReport,C47,,,YearlyReport!C148
YearlyReport,D47,,,YearlyReport!D148
YearlyReport,E47,,,YearlyReport!E148
YearlyReport,F47,,,YearlyReport!F148
YearlyReport,G47,,,YearlyReport!G148
YearlyReport,H47,,,YearlyReport!H148
YearlyReport,I47,,,YearlyReport!I148
YearlyReport,J47,,,YearlyReport!J148
YearlyReport,K47,,,YearlyReport!K148
YearlyReport,L47,,,YearlyReport!L148
YearlyReport,M47,,,YearlyReport!M148
YearlyReport,N47,,,YearlyReport!N148
YearlyReport,O47,Total,,YearlyReport!O148
YearlyReport,P47,Average,,YearlyReport!P148
YearlyReport,A48,<openpyxl.worksheet.formula.ArrayFormula object at 0xffff8d143a80>,,"YearlyReport!C48,YearlyReport!D48,YearlyReport!E48,YearlyReport!F48,YearlyReport!G48,YearlyReport!H48,YearlyReport!I48,YearlyReport!J48,YearlyReport!K48,YearlyReport!L48,YearlyReport!M48,YearlyReport!N48"
YearlyReport,B48,,,
YearlyReport,C48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&C$11,Transactions!$B:$B,""<=""&C$12)",A48,"YearlyReport!O48,YearlyReport!P48"
YearlyReport,D48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&D$11,Transactions!$B:$B,""<=""&D$12)",A48,
YearlyReport,E48,"=-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,YearlyReport!$A48,Transactions!$B:$B,"">=""&E$11,Transactions!$B:$B,""<=""&E$12)",A48,
